02-Oct-2018,,,,,,,,,,,
iShares Russell 3000 ETF,,,,,,,,,,,
Inception Date,"May 22, 2000",,,,,,,,,,
Fund Holdings as of,"Oct 02, 2018",,,,,,,,,,
Total Net Assets,"$9,012,794,684.18",,,,,,,,,,
Number of Securities (excluding cash and derivatives),"3,025.00",,,,,,,,,,
Shares Outstanding,"52,300,000.00",,,,,,,,,,
,,,,,,,,,,,
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
LITE,LUMENTUM HOLDINGS INC,Equity,0.01,60.21,"18,084.00","1,088,837.64","1,088,837.64",Information Technology,BYM9ZP2,US55024U1097,NASDAQ
CUZ,COUSINS PROPERTIES REIT INC,Equity,0.01,8.77,"123,992.00","1,087,409.84","1,087,409.84",Real Estate,2229922,US2227951066,New York Stock Exchange Inc.
VLY,VALLEY NATIONAL,Equity,0.01,11.23,"96,827.00","1,087,367.21","1,087,367.21",Financials,2935326,US9197941076,New York Stock Exchange Inc.
FCFS,FIRSTCASH INC,Equity,0.01,79.74,"13,597.00","1,084,224.78","1,084,224.78",Financials,BZCG9B4,US33767D1054,New York Stock Exchange Inc.
R,RYDER SYSTEM INC,Equity,0.01,71.10,"15,247.00","1,084,061.70","1,084,061.70",Industrials,2760669,US7835491082,New York Stock Exchange Inc.
CREE,CREE INC,Equity,0.01,37.15,"29,175.00","1,083,851.25","1,083,851.25",Information Technology,2232351,US2254471012,NASDAQ
AEO,AMERICAN EAGLE OUTFITTERS INC,Equity,0.01,22.90,"47,165.00","1,080,078.50","1,080,078.50",Consumer Discretionary,2048592,US02553E1064,New York Stock Exchange Inc.
UA,UNDER ARMOUR INC CLASS C,Equity,0.01,18.52,"58,233.00","1,078,475.16","1,078,475.16",Consumer Discretionary,BDF9YM2,US9043112062,New York Stock Exchange Inc.
CLH,CLEAN HARBORS INC,Equity,0.01,70.14,"15,384.00","1,079,033.76","1,079,033.76",Industrials,2202473,US1844961078,New York Stock Exchange Inc.
WRI,WEINGARTEN REALTY INVESTORS REIT,Equity,0.01,29.22,"36,799.00","1,075,266.78","1,075,266.78",Real Estate,2946618,US9487411038,New York Stock Exchange Inc.
SCCO,SOUTHERN COPPER CORP,Equity,0.01,43.62,"24,627.00","1,074,229.74","1,074,229.74",Materials,2823777,US84265V1052,New York Stock Exchange Inc.
NAVI,NAVIENT CORP,Equity,0.01,13.53,"79,131.00","1,070,642.43","1,070,642.43",Financials,BLP5GX1,US63938C1080,NASDAQ
ROLL,RBC BEARINGS INC,Equity,0.01,151.45,"7,057.00","1,068,782.65","1,068,782.65",Industrials,B0GLYB5,US75524B1044,NASDAQ
SKX,SKECHERS USA INC CLASS A,Equity,0.01,26.74,"39,804.00","1,064,358.96","1,064,358.96",Consumer Discretionary,2428042,US8305661055,New York Stock Exchange Inc.
ADNT,ADIENT PLC,Equity,0.01,37.62,"28,260.00","1,063,141.20","1,063,141.20",Consumer Discretionary,BD845X2,IE00BD845X29,New York Stock Exchange Inc.
SRC,SPIRIT REALTY CAPITAL REIT INC,Equity,0.01,7.90,"134,640.00","1,063,656.00","1,063,656.00",Real Estate,BBVHWR7,US84860W1027,New York Stock Exchange Inc.
UBSI,UNITED BANKSHARES INC,Equity,0.01,35.51,"29,817.00","1,058,801.67","1,058,801.67",Financials,2905794,US9099071071,NASDAQ
WMGI,WRIGHT MEDICAL GROUP NV,Equity,0.01,28.34,"37,356.00","1,058,669.04","1,058,669.04",Health Care,BZ2JCC5,NL0011327523,NASDAQ
MTDR,MATADOR RESOURCES,Equity,0.01,33.11,"31,909.00","1,056,506.99","1,056,506.99",Energy,B7MSLL8,US5764852050,New York Stock Exchange Inc.
MMSI,MERIT MEDICAL SYSTEMS INC,Equity,0.01,65.51,"16,076.00","1,053,138.76","1,053,138.76",Health Care,2580555,US5898891040,NASDAQ
SHO,SUNSTONE HOTEL INVESTORS REIT INC,Equity,0.01,15.99,"65,809.00","1,052,285.91","1,052,285.91",Real Estate,B034LG1,US8678921011,New York Stock Exchange Inc.
UNVR,UNIVAR INC,Equity,0.01,30.83,"34,112.00","1,051,672.96","1,051,672.96",Industrials,BZ07PN3,US91336L1070,New York Stock Exchange Inc.
NUVA,NUVASIVE INC,Equity,0.01,69.86,"15,050.00","1,051,393.00","1,051,393.00",Health Care,B00GJC2,US6707041058,NASDAQ
GBCI,GLACIER BANCORP INC,Equity,0.01,42.44,"24,756.00","1,050,644.64","1,050,644.64",Financials,2370585,US37637Q1058,NASDAQ
SR,SPIRE INC,Equity,0.01,72.88,"14,395.00","1,049,107.60","1,049,107.60",Utilities,BYXJQG9,US84857L1017,New York Stock Exchange Inc.
DK,DELEK US HOLDINGS INC,Equity,0.01,42.51,"24,647.00","1,047,743.97","1,047,743.97",Energy,BF5P189,US24665A1034,New York Stock Exchange Inc.
MSA,MSA SAFETY INC,Equity,0.01,104.18,"10,059.00","1,047,946.62","1,047,946.62",Industrials,BKM4S16,US5534981064,New York Stock Exchange Inc.
CNO,CNO FINANCIAL GROUP INC,Equity,0.01,20.89,"50,105.00","1,046,693.45","1,046,693.45",Financials,2657750,US12621E1038,New York Stock Exchange Inc.
NXST,NEXSTAR MEDIA GROUP INC CLASS A,Equity,0.01,80.99,"12,920.00","1,046,390.80","1,046,390.80",Communication,2949758,US65336K1034,NASDAQ
BCO,BRINKS,Equity,0.01,68.93,"15,136.00","1,043,324.48","1,043,324.48",Industrials,2691305,US1096961040,New York Stock Exchange Inc.
VSAT,VIASAT INC,Equity,0.01,63.02,"16,514.00","1,040,712.28","1,040,712.28",Information Technology,2946243,US92552V1008,NASDAQ
CMD,CANTEL MEDICAL CORP,Equity,0.01,91.98,"11,317.00","1,040,937.66","1,040,937.66",Health Care,2188153,US1380981084,New York Stock Exchange Inc.
SF,STIFEL FINANCIAL CORP,Equity,0.01,50.83,"20,429.00","1,038,406.07","1,038,406.07",Financials,2849234,US8606301021,New York Stock Exchange Inc.
HR,HEALTHCARE REALTY TRUST REIT INC T,Equity,0.01,28.42,"36,499.00","1,037,301.58","1,037,301.58",Real Estate,2417921,US4219461047,New York Stock Exchange Inc.
CIM,CHIMERA INVESTMENT CORP,Equity,0.01,18.05,"57,453.00","1,037,026.65","1,037,026.65",Financials,BVZCNC0,US16934Q2084,New York Stock Exchange Inc.
TSE,TRINSEO,Equity,0.01,78.77,"13,153.00","1,036,061.81","1,036,061.81",Materials,BN65SJ4,LU1057788488,New York Stock Exchange Inc.
MANH,MANHATTAN ASSOCIATES INC,Equity,0.01,52.73,"19,643.00","1,035,775.39","1,035,775.39",Information Technology,2239471,US5627501092,NASDAQ
POL,POLYONE CORP,Equity,0.01,43.11,"23,904.00","1,030,501.44","1,030,501.44",Materials,2624561,US73179P1066,New York Stock Exchange Inc.
TCO,TAUBMAN CENTERS REIT INC,Equity,0.01,58.53,"17,598.00","1,030,010.94","1,030,010.94",Real Estate,2872252,US8766641034,New York Stock Exchange Inc.
HI,HILLENBRAND INC,Equity,0.01,52.31,"19,642.00","1,027,473.02","1,027,473.02",Industrials,B2QGDP1,US4315711089,New York Stock Exchange Inc.
BCPC,BALCHEM CORP,Equity,0.01,108.75,"9,447.00","1,027,361.25","1,027,361.25",Materials,2072074,US0576652004,NASDAQ
TRCO,TRIBUNE MEDIA COMPANY CLASS A,Equity,0.01,37.94,"27,067.00","1,026,921.98","1,026,921.98",Communication,B9GRTP5,US8960475031,New York Stock Exchange Inc.
SIGI,SELECTIVE INSURANCE GROUP INC,Equity,0.01,60.46,"16,933.00","1,023,769.18","1,023,769.18",Financials,2766173,US8163001071,NASDAQ
NEOG,NEOGEN CORP,Equity,0.01,69.34,"14,766.00","1,023,874.44","1,023,874.44",Health Care,2630085,US6404911066,NASDAQ
TKR,TIMKEN,Equity,0.01,49.72,"20,504.00","1,019,458.88","1,019,458.88",Industrials,2892807,US8873891043,New York Stock Exchange Inc.
FLO,FLOWERS FOODS INC,Equity,0.01,18.61,"54,694.00","1,017,855.34","1,017,855.34",Consumer Staples,2744243,US3434981011,New York Stock Exchange Inc.
BRKR,BRUKER CORP,Equity,0.01,33.74,"30,161.00","1,017,632.14","1,017,632.14",Health Care,2616137,US1167941087,NASDAQ
SAIC,SCIENCE APPLICATIONS INTERNATIONAL,Equity,0.01,78.96,"12,868.00","1,016,057.28","1,016,057.28",Information Technology,BDTZZG7,US8086251076,New York Stock Exchange Inc.
USG,USG CORP,Equity,0.01,42.88,"23,560.00","1,010,252.80","1,010,252.80",Industrials,2910602,US9032934054,New York Stock Exchange Inc.
APY,APERGY CORP,Equity,0.01,43.01,"23,419.00","1,007,251.19","1,007,251.19",Energy,BFXZQZ3,US03755L1044,New York Stock Exchange Inc.
HELE,HELEN OF TROY LTD,Equity,0.01,128.76,"7,816.00","1,006,388.16","1,006,388.16",Consumer Discretionary,2419530,BMG4388N1065,NASDAQ
CHDN,CHURCHILL DOWNS INC,Equity,0.01,280.82,"3,578.00","1,004,773.96","1,004,773.96",Consumer Discretionary,2194105,US1714841087,NASDAQ
BOH,BANK OF HAWAII CORP.,Equity,0.01,78.51,"12,704.00","997,391.04","997,391.04",Financials,2074070,US0625401098,New York Stock Exchange Inc.
HOMB,HOME BANCSHARES INC,Equity,0.01,21.17,"46,990.00","994,778.30","994,778.30",Financials,B17MTL9,US4368932004,NASDAQ
H,HYATT HOTELS CORP CLASS A,Equity,0.01,77.89,"12,767.00","994,421.63","994,421.63",Consumer Discretionary,B5B82X4,US4485791028,New York Stock Exchange Inc.
GATX,GATX CORP,Equity,0.01,86.13,"11,522.00","992,389.86","992,389.86",Industrials,2362128,US3614481030,New York Stock Exchange Inc.
SXT,SENSIENT TECHNOLOGIES CORP,Equity,0.01,76.59,"12,955.00","992,223.45","992,223.45",Materials,2923741,US81725T1007,New York Stock Exchange Inc.
UMBF,UMB FINANCIAL CORP,Equity,0.01,70.55,"14,050.00","991,227.50","991,227.50",Financials,2918510,US9027881088,NASDAQ
ENR,ENERGIZER HOLDINGS INC,Equity,0.01,57.19,"17,331.00","991,159.89","991,159.89",Consumer Staples,BYZFPN5,US29272W1099,New York Stock Exchange Inc.
AMED,AMEDISYS INC,Equity,0.01,117.89,"8,363.00","985,914.07","985,914.07",Health Care,2024332,US0234361089,NASDAQ
B,BARNES GROUP INC,Equity,0.01,69.84,"14,099.00","984,674.16","984,674.16",Industrials,2080732,US0678061096,New York Stock Exchange Inc.
MFA,MFA FINANCIAL REIT INC,Equity,0.01,7.31,"134,765.00","985,132.15","985,132.15",Financials,2418162,US55272X1028,New York Stock Exchange Inc.
NCR,NCR CORP,Equity,0.01,27.74,"35,470.00","983,937.80","983,937.80",Information Technology,2632650,US62886E1082,New York Stock Exchange Inc.
UNIT,UNITI GROUP INC,Equity,0.01,19.93,"49,369.00","983,924.17","983,924.17",Real Estate,BD6VBR1,US91325V1089,NASDAQ
SFM,SPROUTS FARMERS MARKET INC,Equity,0.01,26.87,"36,530.00","981,561.10","981,561.10",Consumer Staples,BCGCR79,US85208M1027,NASDAQ
EGP,EASTGROUP PROPERTIES REIT INC,Equity,0.01,93.91,"10,447.00","981,077.77","981,077.77",Real Estate,2455761,US2772761019,New York Stock Exchange Inc.
ERI,ELDORADO RESORTS INC,Equity,0.01,49.50,"19,749.00","977,575.50","977,575.50",Consumer Discretionary,BQXTNW8,US28470R1023,NASDAQ
HGV,HILTON GRAND VACATIONS INC,Equity,0.01,32.33,"30,256.00","978,176.48","978,176.48",Consumer Discretionary,BYSLHX4,US43283X1054,New York Stock Exchange Inc.
BPR,BROOKFIELD PROPERTY REIT INC CLASS,Equity,0.01,20.68,"47,287.00","977,895.16","977,895.16",Real Estate,BGHFKV0,US11282X1037,NASDAQ
WWW,WOLVERINE WORLD WIDE INC,Equity,0.01,36.43,"26,801.00","976,360.43","976,360.43",Consumer Discretionary,2977500,US9780971035,New York Stock Exchange Inc.
NEU,NEWMARKET CORP,Equity,0.01,400.52,"2,433.00","974,465.16","974,465.16",Materials,B01CGF1,US6515871076,New York Stock Exchange Inc.
CATY,CATHAY GENERAL BANCORP,Equity,0.01,41.13,"23,573.00","969,557.49","969,557.49",Financials,2264235,US1491501045,NASDAQ
GNRC,GENERAC HOLDINGS INC,Equity,0.01,55.21,"17,544.00","968,604.24","968,604.24",Industrials,B6197Q2,US3687361044,New York Stock Exchange Inc.
HZNP,HORIZON PHARMA PLC,Equity,0.01,18.71,"51,749.00","968,223.79","968,223.79",Health Care,BQPVQZ6,IE00BQPVQZ61,NASDAQ
SMG,SCOTTS MIRACLE GRO,Equity,0.01,79.03,"12,244.00","967,643.32","967,643.32",Materials,2781518,US8101861065,New York Stock Exchange Inc.
VRNT,VERINT SYSTEMS INC,Equity,0.01,48.36,"20,019.00","968,118.84","968,118.84",Information Technology,2849193,US92343X1000,NASDAQ
DECK,DECKERS OUTDOOR CORP,Equity,0.01,109.63,"8,794.00","964,086.22","964,086.22",Consumer Discretionary,2267278,US2435371073,New York Stock Exchange Inc.
PGRE,PARAMOUNT GROUP REIT INC,Equity,0.01,14.85,"64,913.00","963,958.05","963,958.05",Real Estate,BSL7HC6,US69924R1086,New York Stock Exchange Inc.
PFGC,PERFORMANCE FOOD GROUP,Equity,0.01,31.40,"30,684.00","963,477.60","963,477.60",Consumer Staples,BYVYD43,US71377A1034,New York Stock Exchange Inc.
BOKF,BOK FINANCIAL CORP,Equity,0.01,94.22,"10,230.00","963,870.60","963,870.60",Financials,2109091,US05561Q2012,NASDAQ
CFX,COLFAX CORP,Equity,0.01,36.42,"26,381.00","960,796.02","960,796.02",Industrials,B2RB4W9,US1940141062,New York Stock Exchange Inc.
OI,OWENS ILLINOIS INC,Equity,0.01,19.23,"49,593.00","953,673.39","953,673.39",Materials,2662862,US6907684038,New York Stock Exchange Inc.
CHGG,CHEGG INC,Equity,0.01,28.76,"33,157.00","953,595.32","953,595.32",Consumer Discretionary,BG6N6K6,US1630921096,New York Stock Exchange Inc.
FEYE,FIREEYE INC,Equity,0.01,16.74,"56,952.00","953,376.48","953,376.48",Information Technology,BD4R405,US31816Q1013,NASDAQ
RXN,REXNORD CORP,Equity,0.01,30.88,"30,863.00","953,049.44","953,049.44",Industrials,B4NPMX6,US76169B1026,New York Stock Exchange Inc.
UFS,DOMTAR CORP,Equity,0.01,51.57,"18,472.00","952,601.04","952,601.04",Materials,B1T84Z4,US2575592033,New York Stock Exchange Inc.
AVA,AVISTA CORP,Equity,0.01,50.60,"18,759.00","949,205.40","949,205.40",Utilities,2942605,US05379B1070,New York Stock Exchange Inc.
PDCE,PDC ENERGY INC,Equity,0.01,48.26,"19,598.00","945,799.48","945,799.48",Energy,B89M5F2,US69327R1014,NASDAQ
MDR,MCDERMOTT INTERNATIONAL INC,Equity,0.01,17.38,"54,229.00","942,500.02","942,500.02",Energy,BD9NR98,PAL1201471A1,New York Stock Exchange Inc.
KLXI,KLX INC,Equity,0.01,62.95,"14,955.00","941,417.25","941,417.25",Industrials,BT6T3G0,US4825391034,NASDAQ
GDI,GARDNER DENVER HOLDINGS INC,Equity,0.01,28.08,"33,442.00","939,051.36","939,051.36",Industrials,BZ4DG90,US36555P1075,New York Stock Exchange Inc.
ROKU,ROKU INC CLASS A,Equity,0.01,71.64,"13,074.00","936,621.36","936,621.36",Consumer Discretionary,BZ1LFG7,US77543R1023,NASDAQ
DOC,PHYSICIANS REALTY TRUST REIT TRUST,Equity,0.01,16.41,"57,026.00","935,796.66","935,796.66",Real Estate,BC9S149,US71943U1043,New York Stock Exchange Inc.
ELLI,ELLIE MAE INC,Equity,0.01,91.25,"10,248.00","935,130.00","935,130.00",Information Technology,B532X75,US28849P1003,New York Stock Exchange Inc.
SYNH,SYNEOS HEALTH INC,Equity,0.01,50.28,"18,589.00","934,654.92","934,654.92",Health Care,BFMZ4V6,US87166B1026,NASDAQ
WEN,WENDYS,Equity,0.01,16.97,"55,001.00","933,366.97","933,366.97",Consumer Discretionary,B3NXMJ9,US95058W1009,NASDAQ
VMI,VALMONT INDS INC,Equity,0.01,138.30,"6,740.00","932,142.00","932,142.00",Industrials,2926825,US9202531011,New York Stock Exchange Inc.
BXS,BANCORPSOUTH,Equity,0.01,32.37,"28,762.00","931,025.94","931,025.94",Financials,BF3BNF0,US05971J1025,New York Stock Exchange Inc.
AWI,ARMSTRONG WORLD INDUSTRIES INC,Equity,0.01,68.86,"13,475.00","927,888.50","927,888.50",Industrials,B1FT462,US04247X1028,New York Stock Exchange Inc.
KS,KAPSTONE PAPER AND PACKAGING CORP,Equity,0.01,34.00,"27,296.00","928,064.00","928,064.00",Materials,B0L2NP0,US48562P1030,New York Stock Exchange Inc.
HCSG,HEALTHCARE SERVICES INC,Equity,0.01,40.15,"23,011.00","923,891.65","923,891.65",Industrials,2417619,US4219061086,NASDAQ
SJI,S JERSEY INDS INC,Equity,0.01,34.99,"26,387.00","923,281.13","923,281.13",Utilities,2825933,US8385181081,New York Stock Exchange Inc.
BKH,BLACK HILLS CORP,Equity,0.01,58.59,"15,756.00","923,144.04","923,144.04",Utilities,2101741,US0921131092,New York Stock Exchange Inc.
SPB,SPECTRUM BRANDS HOLDINGS INC,Equity,0.01,74.48,"12,380.00","922,062.40","922,062.40",Consumer Staples,BDRYFB1,US84790A1051,New York Stock Exchange Inc.
ISBC,INVESTORS BANCORP INC,Equity,0.01,11.99,"76,888.00","921,887.12","921,887.12",Financials,BMHT4M3,US46146L1017,NASDAQ
ZNGA,ZYNGA INC CLASS A,Equity,0.01,4.02,"229,320.00","921,866.40","921,866.40",Communication,B79PX49,US98986T1088,NASDAQ
WLK,WESTLAKE CHEMICAL CORP,Equity,0.01,83.39,"11,049.00","921,376.11","921,376.11",Materials,B01ZP20,US9604131022,New York Stock Exchange Inc.
SSD,SIMPSON MANUFACTURING INC,Equity,0.01,71.05,"12,970.00","921,518.50","921,518.50",Industrials,2809250,US8290731053,New York Stock Exchange Inc.
SWN,SOUTHWESTERN ENERGY,Equity,0.01,5.16,"178,008.00","918,521.28","918,521.28",Energy,2828619,US8454671095,New York Stock Exchange Inc.
VG,VONAGE HOLDINGS CORP,Equity,0.01,14.26,"64,323.00","917,245.98","917,245.98",Communication,B15JLG1,US92886T2015,New York Stock Exchange Inc.
BGCP,BGC PARTNERS INC CLASS A,Equity,0.01,11.60,"79,019.00","916,620.40","916,620.40",Financials,2528168,US05541T1016,NASDAQ
BPMC,BLUEPRINT MEDICINES CORP,Equity,0.01,72.02,"12,716.00","915,806.32","915,806.32",Health Care,BWY52P3,US09627Y1091,NASDAQ
MYGN,MYRIAD GENETICS INC,Equity,0.01,44.32,"20,663.00","915,784.16","915,784.16",Health Care,2614153,US62855J1043,NASDAQ
DAR,DARLING INGREDIENTS INC,Equity,0.01,19.27,"47,451.00","914,380.77","914,380.77",Consumer Staples,2250289,US2372661015,New York Stock Exchange Inc.
ERIE,ERIE INDEMNITY CLASS A,Equity,0.01,126.63,"7,216.00","913,762.08","913,762.08",Financials,2311711,US29530P1021,NASDAQ
PNM,PNM RESOURCES INC,Equity,0.01,39.42,"23,115.00","911,193.30","911,193.30",Utilities,2707826,US69349H1077,New York Stock Exchange Inc.
KBR,KBR INC,Equity,0.01,21.82,"41,718.00","910,286.76","910,286.76",Industrials,B1HHB18,US48242W1062,New York Stock Exchange Inc.
SAVE,SPIRIT AIRLINES INC,Equity,0.01,44.54,"20,411.00","909,105.94","909,105.94",Industrials,B3ZG8F4,US8485771021,New York Stock Exchange Inc.
CBU,COMMUNITY BANK SYSTEM INC,Equity,0.01,60.02,"15,142.00","908,822.84","908,822.84",Financials,2222062,US2036071064,New York Stock Exchange Inc.
CSOD,CORNERSTONE ONDEMAND INC,Equity,0.01,54.20,"16,760.00","908,392.00","908,392.00",Information Technology,B404719,US21925Y1038,NASDAQ
NYT,NEW YORK TIMES CLASS A,Equity,0.01,22.99,"39,381.00","905,369.19","905,369.19",Communication,2632003,US6501111073,New York Stock Exchange Inc.
AVNS,AVANOS MEDICAL INC,Equity,0.01,65.97,"13,714.00","904,712.58","904,712.58",Health Care,BFFVV54,US05350V1061,New York Stock Exchange Inc.
ACHC,ACADIA HEALTHCARE COMPANY INC,Equity,0.01,34.61,"26,118.00","903,943.98","903,943.98",Health Care,B65VZ37,US00404A1097,NASDAQ
ONB,OLD NATIONAL BANCORP,Equity,0.01,19.25,"46,737.00","899,687.25","899,687.25",Financials,2658441,US6800331075,NASDAQ
FTDR,FRONTDOOR INC,Equity,0.01,43.54,"20,653.00","899,231.62","899,231.62",Consumer Discretionary,BFYF094,US35905A1097,NASDAQ
ACIW,ACI WORLDWIDE INC,Equity,0.01,26.79,"33,565.00","899,206.35","899,206.35",Information Technology,2889155,US0044981019,NASDAQ
TDS,TELEPHONE AND DATA SYSTEMS INC,Equity,0.01,30.81,"29,011.00","893,828.91","893,828.91",Communication,B6YR5K3,US8794338298,New York Stock Exchange Inc.
LHCG,LHC GROUP INC,Equity,0.01,95.79,"9,320.00","892,762.80","892,762.80",Health Care,B06DT50,US50187A1079,NASDAQ
GEO,GEO GROUP REIT INC,Equity,0.01,24.56,"36,321.00","892,043.76","892,043.76",Real Estate,BNLYWQ1,US36162J1060,New York Stock Exchange Inc.
CLNY,COLONY CAPITAL INC CLASS A,Equity,0.01,6.04,"147,682.00","891,999.28","891,999.28",Real Estate,BG5QFV0,US19626G1085,New York Stock Exchange Inc.
EPAY,BOTTOMLINE TECHNOLOGIES INC,Equity,0.01,70.35,"12,673.00","891,545.55","891,545.55",Information Technology,2389558,US1013881065,NASDAQ
AEL,AMERICAN EQUITY INVESTMENT LIFE HO,Equity,0.01,34.48,"25,747.00","887,756.56","887,756.56",Financials,2191300,US0256762065,New York Stock Exchange Inc.
IMMU,IMMUNOMEDICS INC,Equity,0.01,20.34,"43,573.00","886,274.82","886,274.82",Health Care,2457961,US4529071080,NASDAQ
CNX,CNX RESOURCES CORP,Equity,0.01,14.03,"63,071.00","884,886.13","884,886.13",Energy,BF3FTF4,US12653C1080,New York Stock Exchange Inc.
CMPR,CIMPRESS NV,Equity,0.01,133.05,"6,645.00","884,117.25","884,117.25",Industrials,B48HGT1,NL0009272269,NASDAQ
SITE,SITEONE LANDSCAPE SUPPLY INC,Equity,0.01,73.46,"12,028.00","883,576.88","883,576.88",Industrials,BYQ7X81,US82982L1035,New York Stock Exchange Inc.
CHH,CHOICE HOTELS INTERNATIONAL INC,Equity,0.01,81.45,"10,833.00","882,347.85","882,347.85",Consumer Discretionary,2106780,US1699051066,New York Stock Exchange Inc.
FFBC,FIRST FINANCIAL BANCORP,Equity,0.01,28.97,"30,420.00","881,267.40","881,267.40",Financials,2352806,US3202091092,NASDAQ
IRBT,IROBOT CORP,Equity,0.01,106.10,"8,280.00","878,508.00","878,508.00",Consumer Discretionary,B0J2NS5,US4627261005,NASDAQ
MTCH,MATCH GROUP INC,Equity,0.01,56.29,"15,583.00","877,167.07","877,167.07",Communication,BYT5JW8,US57665R1068,NASDAQ
AIT,APPLIED INDUSTRIAL TECHNOLOGIES IN,Equity,0.01,77.84,"11,261.00","876,556.24","876,556.24",Industrials,2086309,US03820C1053,New York Stock Exchange Inc.
ARRY,ARRAY BIOPHARMA INC,Equity,0.01,14.74,"59,482.00","876,764.68","876,764.68",Health Care,2678654,US04269X1054,NASDAQ
EQH,AXA EQUITABLE HOLDINGS INC,Equity,0.01,21.07,"41,524.00","874,910.68","874,910.68",Financials,BYWV2Y6,US0545611057,New York Stock Exchange Inc.
SKYW,SKYWEST INC,Equity,0.01,54.97,"15,917.00","874,957.49","874,957.49",Industrials,2814210,US8308791024,NASDAQ
CPE,CALLON PETROLEUM,Equity,0.01,12.37,"70,590.00","873,198.30","873,198.30",Energy,2186072,US13123X1028,New York Stock Exchange Inc.
NHI,NATIONAL HEALTH INVESTORS REIT INC,Equity,0.01,73.15,"11,923.00","872,167.45","872,167.45",Real Estate,2626125,US63633D1046,New York Stock Exchange Inc.
REXR,REXFORD INDUSTRIAL REALTY REIT INC,Equity,0.01,31.85,"27,388.00","872,307.80","872,307.80",Real Estate,BC9ZHL9,US76169C1009,New York Stock Exchange Inc.
AMCX,AMC NETWORKS CLASS A INC,Equity,0.01,66.36,"13,134.00","871,572.24","871,572.24",Communication,B4MG4Z6,US00164V1035,NASDAQ
BTU,PEABODY ENERGY CORP,Equity,0.01,35.91,"24,263.00","871,284.33","871,284.33",Energy,BDVPZV0,US7045511000,New York Stock Exchange Inc.
EBS,EMERGENT BIOSOLUTIONS INC,Equity,0.01,65.40,"13,323.00","871,324.20","871,324.20",Health Care,B1HJLW5,US29089Q1058,New York Stock Exchange Inc.
FCN,FTI CONSULTING INC,Equity,0.01,72.47,"11,992.00","869,060.24","869,060.24",Industrials,2351449,US3029411093,New York Stock Exchange Inc.
BDC,BELDEN INC,Equity,0.01,70.85,"12,200.00","864,370.00","864,370.00",Information Technology,B01WL78,US0774541066,New York Stock Exchange Inc.
FHB,FIRST HAWAIIAN INC,Equity,0.01,26.74,"32,296.00","863,595.04","863,595.04",Financials,BDC6HG1,US32051X1081,NASDAQ
WCC,WESCO INTERNATIONAL INC,Equity,0.01,60.07,"14,325.00","860,502.75","860,502.75",Industrials,2416973,US95082P1057,New York Stock Exchange Inc.
CXP,COLUMBIA PROPERTY REIT INC TRUST,Equity,0.01,23.43,"36,621.00","858,030.03","858,030.03",Real Estate,BFLY9C0,US1982872038,New York Stock Exchange Inc.
SSB,SOUTH STATE CORP,Equity,0.01,80.17,"10,697.00","857,578.49","857,578.49",Financials,BNFX071,US8404411097,NASDAQ
URBN,URBAN OUTFITTERS INC,Equity,0.01,39.97,"21,447.00","857,236.59","857,236.59",Consumer Discretionary,2933438,US9170471026,NASDAQ
CBRL,CRACKER BARREL OLD COUNTRY STORE I,Equity,0.01,146.74,"5,836.00","856,374.64","856,374.64",Consumer Discretionary,2231091,US22410J1060,NASDAQ
